City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
477,Tangier,MA,35.7806,-5.8137,79.95,74,0,11.5,clear sky
478,Taksimo,RU,56.3444,114.8794,73.08,72,86,3.58,overcast clouds
479,Onega,RU,63.9061,38.1404,59.14,99,92,2.8,overcast clouds
480,Mumbwa,ZM,-14.9783,27.0619,58.39,60,22,6.62,few clouds
481,Tagusao,PH,9.1924,117.8141,81.09,80,64,4.07,broken clouds
482,Srandakan,ID,-7.9386,110.2506,75.63,84,89,5.95,overcast clouds
483,Susanville,US,40.4163,-120.653,93.04,7,0,11.5,clear sky
484,Wasilla,US,61.5814,-149.4394,56.66,87,100,8.05,mist
485,Mtwara,TZ,-10.2667,40.1833,68.47,90,0,7.9,clear sky
486,Ippy,CF,6.2679,21.2247,66.4,99,100,3.04,overcast clouds
487,Lesozavodsk,RU,45.4794,133.4244,64.76,97,94,1.83,overcast clouds
488,Waterloo,CA,43.4668,-80.5164,80.78,65,4,5.37,clear sky
489,Salinas,US,36.6777,-121.6555,90.41,57,0,12.66,clear sky
490,Acarau,BR,-2.8856,-40.12,79.45,78,84,15.84,broken clouds
491,Qandala,SO,11.472,49.8728,87.1,52,48,10.33,scattered clouds
492,Mount Pleasant,US,32.7941,-79.8626,86.09,85,0,8.05,mist
493,Sebrovo,RU,50.0981,43.2976,61.83,92,87,3.22,light rain
494,Gainesville,US,29.6516,-82.3248,79.75,88,0,0.0,clear sky
495,Gamba,GA,-2.65,10.0,68.02,88,46,6.17,scattered clouds
496,Zhigansk,RU,66.7697,123.3711,58.57,73,93,11.36,overcast clouds
497,Shihezi,CN,44.3,86.0333,82.38,20,0,3.27,clear sky
498,Hosdurga,IN,13.7981,76.2861,70.16,88,100,10.85,overcast clouds
499,Sorland,NO,67.667,12.6934,49.86,87,100,18.84,overcast clouds
500,Vanimo,PG,-2.6741,141.3028,83.3,69,61,5.32,broken clouds
501,Bonfim,BR,3.0833,-59.95,77.47,84,74,4.45,broken clouds
502,Altay,CN,47.8667,88.1167,64.56,65,85,1.45,overcast clouds
503,Lafia,NG,8.4833,8.5167,72.09,95,100,3.53,light rain
504,Srednekolymsk,RU,67.45,153.6833,54.75,47,15,13.0,few clouds
505,Turukhansk,RU,65.8167,87.9833,65.68,67,16,14.27,few clouds
506,Kushchevskaya,RU,46.5564,39.6386,61.7,81,53,6.38,broken clouds
507,Sungairaya,ID,0.7,108.9,77.97,88,98,3.83,overcast clouds
508,Chaoyang,CN,41.5703,120.4586,77.45,72,100,0.92,light rain
509,Felipe Carrillo Puerto,MX,19.5833,-88.05,84.65,65,90,6.31,overcast clouds
510,Meulaboh,ID,4.1363,96.1285,77.38,86,100,4.81,overcast clouds
511,Mahanoro,MG,-19.9,48.8,63.84,90,39,4.97,light rain
512,Luderitz,NA,-26.6481,15.1594,57.65,69,53,15.48,broken clouds
513,Riverton,US,40.5219,-111.9391,94.24,31,75,8.05,broken clouds
514,Pestravka,RU,52.405,49.9583,63.84,77,87,5.41,overcast clouds
515,Port-Gentil,GA,-0.7193,8.7815,73.04,79,99,15.1,overcast clouds
